Place,Year
Preti (Calle dei)  o Catula  a S. Giuliano.,1253
Preti (Calle dei)  o Catula  a S. Giuliano.,1699
Preti (Calle dei)  detta Del Dos e a San Bartolomeo.,1713
Preti (Calle dei)  detta Del Dos e a San Bartolomeo.,1740
Prigioni (Fondamenta delle)  a Rialto.,1525
Prigioni (Fondamenta delle)  a Rialto.,1560
"Priuli (Calle larga, Ponte)  a S. Felice.",1100
"Priuli (Calle larga, Ponte)  a S. Felice.",1297
"Priuli (Calle larga, Ponte)  a S. Felice.",1310
"Priuli (Calle larga, Ponte)  a S. Felice.",1360
"Priuli (Calle larga, Ponte)  a S. Felice.",1469
"Priuli (Calle larga, Ponte)  a S. Felice.",1487
"Priuli (Calle larga, Ponte)  a S. Felice.",1656
"Priuli (Calle larga, Ponte)  a S. Felice.",1739
Priuli (Calle)  detta dei Cavaleti  agli Scalzi.,1661
Procuratie (Rio delle)  a S. Marco.,1740
Procuratie (Rio delle)  a S. Marco.,1772
Procuratie (Rio delle)  a S. Marco.,1797
"Procuratie (Calle, Fondamenta delle)  a S. Maria  Maggiore.",1231
"Procuratie (Calle, Fondamenta delle)  a S. Maria  Maggiore.",1239
"Procuratie (Calle, Fondamenta delle)  a S. Maria  Maggiore.",1261
"Procuratie (Calle, Fondamenta delle)  a S. Maria  Maggiore.",1319
"Procuratie (Calle, Fondamenta delle)  a S. Maria  Maggiore.",1353
"Procuratie (Calle, Fondamenta delle)  a S. Maria  Maggiore.",1442
"Padovani (Ramo dei)  ai Santi Filippo e Giacomo, in «Calle delle Rasse».",1650
Pagan (Fondamenta)  a S. Maria Maggiore.,1740
Pagan (Fondamenta)  a S. Maria Maggiore.,1753
Pagan (Fondamenta)  a S. Maria Maggiore.,1788
Paglia (Ponte della)  sopra la Riva degli Schiavoni.,1285
Paglia (Ponte della)  sopra la Riva degli Schiavoni.,1308
Paglia (Ponte della)  sopra la Riva degli Schiavoni.,1356
Paglia (Ponte della)  sopra la Riva degli Schiavoni.,1360
"Palada (Fondamenta, Rio, Ponte della)  alla Giudecca.",1758
Palazzo (Rio del)  a San Marco.,1589
"Panada (Rio, Ponte, Sottoportico, Calle della)  a S. Maria Nova.",1631
"Panada (Rio, Ponte, Sottoportico, Calle della)  a S. Maria Nova.",1632
"Papa (Sottoportico, Corte del) alla Bragola.",1417
"Papa (Sottoportico, Corte del) alla Bragola.",1464
"Papa (Sottoportico, Corte del) alla Bragola.",1471
"Paradiso (Ponte, Calle del)  a S. Maria Formosa.",1368
"Paradiso (Ponte, Calle del)  a S. Maria Formosa.",1404
"Paradiso (Ponte, Calle del)  a S. Maria Formosa.",1419
"Paradiso (Ponte, Calle del)  a S. Maria Formosa.",1450
"Paradiso (Ponte, Calle del)  a S. Maria Formosa.",1491
"Paradiso (Ponte, Calle del)  a S. Maria Formosa.",1537
"Paradiso (Ponte, Calle del)  a S. Maria Formosa.",1661
"Paradiso (Ponte, Calle del)  a S. Maria Formosa.",1753
"Paradiso (Ponte, Calle del)  a S. Maria Formosa.",1794
"Parangon (Ramo secondo, Ramo terzo, Ramo quinto) a Rialto.",1582
"Parrucchetta (Ponte, Fondamenta, Rio Terrà, Ramo del) a S. Giacomo dall’Orio.",1550
"Parrucchetta (Ponte, Fondamenta, Rio Terrà, Ramo del) a S. Giacomo dall’Orio.",1650
"Parrucchier (Calle e Corte, Corte, Calle del)  ai SS. Giovanni e Paolo.",1435
"Parrucchier (Calle e Corte, Corte, Calle del)  ai SS. Giovanni e Paolo.",1665
"Parrucchier (Calle e Corte, Corte, Calle del)  ai SS. Giovanni e Paolo.",1668
"Parrucchier (Calle e Corte, Corte, Calle del)  ai SS. Giovanni e Paolo.",1709
Paruta (Corte)  a S. Pantaleone.,1381
Paruta (Corte)  a S. Pantaleone.,1450
Paruta (Corte)  a S. Pantaleone.,1540
Paruta (Corte)  a S. Pantaleone.,1598
Paruta (Corte)  a S. Pantaleone.,1726
Paruta (Corte)  a S. Pantaleone.,1841
"Pasina (Campiello, Fondamenta, Traghetto della)  a S. Silvestro.",1182
"Pasina (Campiello, Fondamenta, Traghetto della)  a S. Silvestro.",1744
Pasqualigo (Ponte)  a S. Maria Formosa.,1120
Pasqualigo (Ponte)  a S. Maria Formosa.,1207
Pasqualigo (Ponte)  a S. Maria Formosa.,1381
Pasqualigo (Ponte)  a S. Maria Formosa.,1483
Pasqualigo (Ponte)  a S. Maria Formosa.,1484
"Passamonte (Calle del)  ai Tolentini, presso i «Tre Ponti».",1313
"Passamonte (Calle del)  ai Tolentini, presso i «Tre Ponti».",1702
"Passamonte (Calle del)  ai Tolentini, presso i «Tre Ponti».",1713
"Pazienze (Calle, Ponte, Calle Sporca delle)  ai Carmini.",1300
"Pazienze (Calle, Ponte, Calle Sporca delle)  ai Carmini.",1498
Pedrocchi (Calle)  a S. Moisè.,1582
Pedrocchi (Calle)  a S. Moisè.,1650
Pedrocchi (Calle)  a S. Moisè.,1680
Pedrocchi (Calle)  a S. Moisè.,1715
Pedrocchi (Calle)  a S. Moisè.,1761
Pedrocchi (Calle)  a S. Moisè.,1785
"Pelle (Sottoportico, Corte della)  a San Samuele.",1482
"Pelle (Sottoportico, Corte della)  a San Samuele.",1659
Pellegrin (Calle del)  a San Marco.,1554
Penitenti (Fondamenta delle)  in Cannaregio.,1703
Penitenti (Fondamenta delle)  in Cannaregio.,1763
Penitenti (Fondamenta delle)  in Cannaregio.,1807
"Perdon (Calle, Corte del)  a S. Apollin are.",1177
Perina (Sottoportico e Corte)  a S. Lio.,1661
"Pesaro (Calle, Fondamenta, Ponte, Rio)  a S. Eustachio.",1225
"Pesaro (Calle, Fondamenta, Ponte, Rio)  a S. Eustachio.",1501
"Pesaro (Calle, Fondamenta, Ponte, Rio)  a S. Eustachio.",1503
"Pesaro (Calle, Fondamenta, Ponte, Rio)  a S. Eustachio.",1544
"Pesaro (Calle, Fondamenta, Ponte, Rio)  a S. Eustachio.",1590
"Pesaro (Calle, Fondamenta, Ponte, Rio)  a S. Eustachio.",1658
"Pesaro (Calle, Fondamenta, Ponte, Rio)  a S. Eustachio.",1679
"Pesaro (Calle, Fondamenta, Ponte, Rio)  a S. Eustachio.",1710
"Pescaria (Ponte, Traghetto di)  a Rialto.",1332
"Pescaria (Ponte, Traghetto di)  a Rialto.",1381
"Pescaria (Ponte, Traghetto di)  a Rialto.",1398
"Peschiera (Corte, Ramo Corte) a S. Martino.",1318
"Peschiera (Corte, Ramo Corte) a S. Martino.",1329
"Peschiera (Corte, Ramo Corte) a S. Martino.",1826
"Peschiera (Corte, Ramo Corte) a S. Martino.",1859
"Pestrìn (Calle, Ponte, Rio del)  a S. Stefano.",1540
"Pestrìn (Calle, Ponte, Rio del)  a S. Stefano.",1855
Petriana (Corte)  a S. Apollinare.,1495
Petriana (Corte)  a S. Apollinare.,1566
Pezzana (Calle) a  San Polo.,1679
Pezzana (Calle) a  San Polo.,1723
Pezzana (Calle) a  San Polo.,1740
Pezzana (Calle) a  San Polo.,1758
Pégola (Calle della)  a San Martino.,900
Pégola (Calle della)  a San Martino.,1454
Pergola (Rio della)  a S. Maria Mater Domini.,1448
Pergola (Rio della)  a S. Maria Mater Domini.,1815
Pianton (Calle)  a San Giovanni Nuovo.,1740
Pianton (Calle)  a San Giovanni Nuovo.,1744
Pianton (Calle)  a San Giovanni Nuovo.,1861
Piasentini (Calle)  a S. Giovanni Nuovo.,1390
Piasentini (Calle)  a S. Giovanni Nuovo.,1450
Piasentini (Calle)  a S. Giovanni Nuovo.,1550
Piasentini (Calle)  a S. Giovanni Nuovo.,1710
Piasentini (Calle)  a S. Giovanni Nuovo.,1712
"Pignate (Ponte delle)  a S. Luca, in «Calle dei Fabbri».",1679
"Pignate (Ponte delle)  a S. Luca, in «Calle dei Fabbri».",1750
Pignater (Corte del)  all’Angelo Raffaele.,1740
Pignoletto (Calle del)  a S. Martino.,1761
"Pignoli (Calle, Campiello, Sottoporti co, Ponte, Fondamenta dei)  a S. Giuliano.",1290
"Pignoli (Calle, Campiello, Sottoporti co, Ponte, Fondamenta dei)  a S. Giuliano.",1301
"Pignoli (Calle, Campiello, Sottoporti co, Ponte, Fondamenta dei)  a S. Giuliano.",1490
"Pignoli (Calle, Campiello, Sottoporti co, Ponte, Fondamenta dei)  a S. Giuliano.",1713
Pii (Corte dei)  a S. Matteo di Rialto.,1743
Piombo (Rio del)  a S. Marina.,1650
Piovene (Ramo)  alla Maddalena.,1655
Piovene (Ramo)  alla Maddalena.,1670
Pirieta (Sottoportico e Corte del)  a San Bartolomeo.,1740
Pisana (Calle)  a S. Alvis e.,1713
Pizzochere (Corte delle)  all’Angelo Raffaele.,1207
Pizzochere (Corte delle)  all’Angelo Raffaele.,1288
Pizzochere (Corte delle)  all’Angelo Raffaele.,1355
Pizzochere (Corte delle)  all’Angelo Raffaele.,1444
Pizzochere (Corte delle)  all’Angelo Raffaele.,1661
Pizzochere (Corte delle)  all’Angelo Raffaele.,1686
Pizzochere (Corte delle)  all’Angelo Raffaele.,1751
Pizzochere (Corte delle)  all’Angelo Raffaele.,1807
Pizzochere (Corte delle)  all’Angelo Raffaele.,1812
Pizzochere (Corte delle)  all’Angelo Raffaele.,1841
Polacca (Sottoportico e Corte)  a Castello.,1513
Polacca (Sottoportico e Corte)  a Castello.,1514
Polacca (Sottoportico e Corte)  a Castello.,1539
"Polvere (Sottoportico, Corte Nuova della)  in «Frezzeria».",1763
Pometti (Calle)  ai SS. Gervasio e Protasio.,1661
Pompea (Calle)  alla Carità.,1566
Pompea (Calle)  alla Carità.,1650
Pontèi (Sottoportico e Corte)  a S. Cassiano.,1582
Portinari (Fondamenta dei)  a S. Martino.,1661
Presepio (Corte del)  a S. Silvestro.,1582
Proverbi (Calle larga dei)  ai SS. Apostoli.,1661
Pugliese (Corte)  a S. Simeone Grande.,1582
Pugni (Ponte dei) a S. Barnaba.,1705
Purità (Ramo della)  a S. Barnaba.,1600
Puti (Calle dei)  o Terrazzera  a S. Barnaba.,1566
"Querini (Campiello, Ponte)  a S. Maria Formosa.",1310
"Querini (Campiello, Ponte)  a S. Maria Formosa.",1350
"Querini (Campiello, Ponte)  a S. Maria Formosa.",1537
"Quintavalle (Squero o Campazzo, Campazzo, Fondamenta di)  a San Pietro di Castello.",430
"Quintavalle (Squero o Campazzo, Campazzo, Fondamenta di)  a San Pietro di Castello.",680
"Quintavalle (Squero o Campazzo, Campazzo, Fondamenta di)  a San Pietro di Castello.",880
"Quintavalle (Squero o Campazzo, Campazzo, Fondamenta di)  a San Pietro di Castello.",955
"Quintavalle (Squero o Campazzo, Campazzo, Fondamenta di)  a San Pietro di Castello.",1220
"Quintavalle (Squero o Campazzo, Campazzo, Fondamenta di)  a San Pietro di Castello.",1310
"Quintavalle (Squero o Campazzo, Campazzo, Fondamenta di)  a San Pietro di Castello.",1328
"Quintavalle (Squero o Campazzo, Campazzo, Fondamenta di)  a San Pietro di Castello.",1582
"Regina (Calle , Ramo Calle della)  a San Cassiano.",1454
"Regina (Calle , Ramo Calle della)  a San Cassiano.",1489
Renier (Calle)  a S. Pantaleone.,1092
Renier (Calle)  a S. Pantaleone.,1297
Renier (Calle)  a S. Pantaleone.,1381
Renier (Calle)  a S. Pantaleone.,1661
Renier (Calle)  a S. Pantaleone.,1797
Renier (Calle)  a S. Pantaleone.,1831
Renier (Calle)  o del Pistor  a S. Margherita.,1740
Rialto Nuovo (Campo di).,1097
"Riva (Sottoportico e Corte)  a San Marco, in «Procuratia».",1122
"Riva (Sottoportico e Corte)  a San Marco, in «Procuratia».",1610
"Riva (Sottoportico e Corte)  a San Marco, in «Procuratia».",1796
"Rizzo (Calle, Ramo Calle) a S. Cassiano.",1297
"Rizzo (Calle, Ramo Calle) a S. Cassiano.",1334
"Rizzo (Calle, Ramo Calle) a S. Cassiano.",1588
"Rizzo (Calle, Ramo Calle) a S. Cassiano.",1615
Rosa (Calle larga)  a S. Nicolò.,1740
"Rosa (Ramo, Ramo Calle della) a S. Cassiano.",1380
"Rosa (Ramo, Ramo Calle della) a S. Cassiano.",1380
"Rosa (Ramo, Ramo Calle della) a S. Cassiano.",1749
Rota (Corte)  ora Campana  presso la «Calle del Rimedio».,1680
"Rotta (Calle, Ramo Calle)  alla Carità.",1685
"Rotta (Calle, Ramo Calle)  alla Carità.",1750
"Rotta (Calle Corte, Corte)  a S. Severo.",1661
"Ruga Giuffa  (Fondamenta dietro, Ponte di)  a S. Maria Formosa.",1283
"Ruga Giuffa  (Fondamenta dietro, Ponte di)  a S. Maria Formosa.",1750
Rùsolo o Canova (Cam po) a S. Gallo.,612
Rùsolo o Canova (Cam po) a S. Gallo.,976
Rùsolo o Canova (Cam po) a S. Gallo.,978
Rùsolo o Canova (Cam po) a S. Gallo.,1032
Rùsolo o Canova (Cam po) a S. Gallo.,1581
Rùsolo o Canova (Cam po) a S. Gallo.,1731
Rùsolo o Canova (Cam po) a S. Gallo.,1822
Rabbia (Calle del la) a San Leonardo.,1374
Rabbia (Calle del la) a San Leonardo.,1421
"Racchetta (Calle, Sottoportico, Rio della)  a Santa Catterina.",1661
Raffineria (Corte e Calle della)  a San Cassiano.,1598
Raffineria (Corte e Calle della)  a San Cassiano.,1713
Raffineria (Corte e Calle della)  a San Cassiano.,1773
"Ragusei (Calle, Calle e Ponte, Ponte dei)  ai Carmini.",1319
"Raspi (Calle, Ramo)  a San Cassiano.",1209
"Raspi (Calle, Ramo)  a San Cassiano.",1360
"Raspi (Calle, Ramo)  a San Cassiano.",1622
"Raspi (Calle, Ramo)  a San Cassiano.",1662
"Raspina (Calle)  all’Angelo Raffaele, in «Fossa Capara».",1614
"Ràvano (Ponte, Calle del)  a Sant’Eustacchio.",1516
"Ràvano (Ponte, Calle del)  a Sant’Eustacchio.",1531
"Ràvano (Ponte, Calle del)  a Sant’Eustacchio.",1537
"Ràvano (Ponte, Calle del)  a Sant’Eustacchio.",1546
Redentore (Campo del)  alla Giudecca.,1541
Redentore (Campo del)  alla Giudecca.,1546
Redentore (Campo del)  alla Giudecca.,1548
Redentore (Campo del)  alla Giudecca.,1575
Redentore (Campo del)  alla Giudecca.,1576
Redentore (Campo del)  alla Giudecca.,1577
Redentore (Campo del)  alla Giudecca.,1592
Redentore (Campo del)  alla Giudecca.,1610
Redentore (Campo del)  alla Giudecca.,1822
"Redivo (Calle)  o delle Locande  a S. Luca, presso la «Calle dei Fabbri».",1661
"Redivo (Calle)  o delle Locande  a S. Luca, presso la «Calle dei Fabbri».",1679
"Redivo (Calle)  o delle Locande  a S. Luca, presso la «Calle dei Fabbri».",1713
"Remèr (Sottoportico, Campiello del)  a S. Agostino.",1307
"Remèr (Sottoportico, Campiello del)  a S. Agostino.",1310
"Remèr (Sottoportico, Campiello del)  a S. Agostino.",1364
"Remèr (Sottoportico, Campiello del)  a S. Agostino.",1542
"Remèr (Sottoportico, Campiello del)  a S. Agostino.",1773
"Remèr (Sottoportico, Campiello del)  a S. Agostino.",1785
"Remurchianti (Campiello, Calle dei)  a S. Nicolò.",1761
"Remurchianti (Campiello, Calle dei)  a S. Nicolò.",1797
Rezzonico (Fondamenta)  a S. Barnaba.,1687
Rezzonico (Fondamenta)  a S. Barnaba.,1752
Rezzonico (Fondamenta)  a S. Barnaba.,1758
Rezzonico (Fondamenta)  a S. Barnaba.,1761
Rezzonico (Fondamenta)  a S. Barnaba.,1769
Rezzonico (Fondamenta)  a S. Barnaba.,1810
Rezzonico (Fondamenta)  a S. Barnaba.,1850
"Rialto (Ponte, Sottoportici di).",950
"Rialto (Ponte, Sottoportici di).",1175
"Rialto (Ponte, Sottoportici di).",1180
Richetti (Calle) a S. Maurizio.,1630
Richetti (Calle) a S. Maurizio.,1650
Richetti (Calle) a S. Maurizio.,1662
Richetti (Calle) a S. Maurizio.,1675
Richetti (Calle) a S. Maurizio.,1704
Ridotto (Calle del)  a S. Moisè.,1379
Ridotto (Calle del)  a S. Moisè.,1450
Ridotto (Calle del)  a S. Moisè.,1542
Ridotto (Calle del)  a S. Moisè.,1630
Ridotto (Calle del)  a S. Moisè.,1638
Ridotto (Calle del)  a S. Moisè.,1708
Ridotto (Calle del)  a S. Moisè.,1768
Rigo (Sottoportico)  a S. Fosca.,1740
Rigo (Sottoportico)  a S. Fosca.,1805
"Rimedio (Fondamenta, Calle, Ponte del)  a S. Marco.",1570
"Rimedio (Fondamenta, Calle, Ponte del)  a S. Marco.",1573
"Rimedio (Fondamenta, Calle, Ponte del)  a S. Marco.",1634
Rizza (Calle della)  a S. Marco.,1576
Rizzi (Fondamenta)  a S. Maria Maggiore.,1673
Rizzi (Fondamenta)  a S. Maria Maggiore.,1687
Rombiasio (Calle)  a S. M. Zobenigo.,1440
Rombiasio (Calle)  a S. M. Zobenigo.,1484
Rombiasio (Calle)  a S. M. Zobenigo.,1713
Rombiasio (Calle)  a S. M. Zobenigo.,1723
Rombiasio (Calle)  a S. M. Zobenigo.,1726
Rombiasio (Calle)  a S. M. Zobenigo.,1733
Rosario (Sottoportico e Corte del)  ai SS. Filippo e Giacomo.,1571
Rosario (Sottoportico e Corte del)  ai SS. Filippo e Giacomo.,1712
Rosario (Sottoportico e Corte del)  ai SS. Filippo e Giacomo.,1805
"Rosina (Ramo Corte, Corte)  ai SS. Filippo e Giacomo.",1711
Rossi (Calle ) a S. Sebastiano.,1390
Rossi (Calle ) a S. Sebastiano.,1552
"Rotonda (Fondamenta, Rio, Fond amenta a fianco della)  alla Giudecca.",1814
"Rubbi (Calle Corte, Corte)  alla Fava.",1792
Rubina (Calle)  a S. Alvise.,1646
Rubina (Calle)  a S. Alvise.,1661
Rubina (Calle)  a S. Alvise.,1684
Rubina (Calle)  a S. Alvise.,1690
Rubina (Calle)  a S. Alvise.,1756
"Ruzzini (Calle)  in «Birri»,  verso le «Fondamente Nuove».",1125
"Ruzzini (Calle)  in «Birri»,  verso le «Fondamente Nuove».",1171
"Ruzzini (Calle)  in «Birri»,  verso le «Fondamente Nuove».",1229
"Ruzzini (Calle)  in «Birri»,  verso le «Fondamente Nuove».",1358
"Ruzzini (Calle)  in «Birri»,  verso le «Fondamente Nuove».",1661
"Ruzzini (Calle)  in «Birri»,  verso le «Fondamente Nuove».",1732
"S. Agostino (Campo, Campiello).",959
"S. Agostino (Campo, Campiello).",1105
"S. Agostino (Campo, Campiello).",1149
"S. Agostino (Campo, Campiello).",1249
"S. Agostino (Campo, Campiello).",1634
"S. Agostino (Campo, Campiello).",1691
"S. Agostino (Campo, Campiello).",1808
"S. Agostino (Campo, Campiello).",1810
"S. Alvise (Campo, Rio, Secchere).",1388
"S. Alvise (Campo, Rio, Secchere).",1411
"S. Alvise (Campo, Rio, Secchere).",1430
"S. Alvise (Campo, Rio, Secchere).",1566
"S. Alvise (Campo, Rio, Secchere).",1650
"S. Alvise (Campo, Rio, Secchere).",1750
"S. Alvise (Campo, Rio, Secchere).",1806
"S. Alvise (Campo, Rio, Secchere).",1810
"S. Andrea (Fondamenta, Rio, Ponte, Campo, Fondamenta di).",1329
"S. Andrea (Fondamenta, Rio, Ponte, Campo, Fondamenta di).",1331
"S. Andrea (Fondamenta, Rio, Ponte, Campo, Fondamenta di).",1346
"S. Andrea (Fondamenta, Rio, Ponte, Campo, Fondamenta di).",1475
"S. Andrea (Fondamenta, Rio, Ponte, Campo, Fondamenta di).",1502
"S. Andrea (Fondamenta, Rio, Ponte, Campo, Fondamenta di).",1684
"S. Andrea (Fondamenta, Rio, Ponte, Campo, Fondamenta di).",1750
"S. Andrea (Fondamenta, Ponte)  a S. Sofia, presso la «Ruga dei Due Pozzi».",1582
"S. Andrea (Calle, Corte di)  a S. Benedetto.",1199
"S. Andrea (Calle, Corte di)  a S. Benedetto.",1272
"S. Andrea (Calle, Corte di)  a S. Benedetto.",1356
"S. Andrea (Calle, Corte di)  a S. Benedetto.",1424
"S. Andrea (Calle, Corte di)  a S. Benedetto.",1492
"S. Andrea (Calle, Corte di)  a S. Benedetto.",1582
"S. Andrea (Calle, Corte di)  a S. Benedetto.",1810
"S. Angelo (Campo, Rio di) .",920
"S. Angelo (Campo, Rio di) .",1069
"S. Angelo (Campo, Rio di) .",1347
"S. Angelo (Campo, Rio di) .",1431
"S. Angelo (Campo, Rio di) .",1455
"S. Angelo (Campo, Rio di) .",1456
"S. Angelo (Campo, Rio di) .",1476
"S. Angelo (Campo, Rio di) .",1520
"S. Angelo (Campo, Rio di) .",1631
"S. Angelo (Campo, Rio di) .",1719
"S. Angelo (Campo, Rio di) .",1729
"S. Angelo (Campo, Rio di) .",1801
"S. Angelo (Campo, Rio di) .",1810
"S. Angelo (Campo, Rio di) .",1837
S. Angelo (Ponte)  alla Giudecca.,1555
S. Angelo (Ponte)  alla Giudecca.,1600
S. Angelo (Ponte)  alla Giudecca.,1768
S. Angelo (Ponte)  alla Giudecca.,1841
"S. Anna (Fondamenta, Campo, Ramo, Po nte, Rio, Calle al Ponte, Calle).",1240
"S. Anna (Fondamenta, Campo, Ramo, Po nte, Rio, Calle al Ponte, Calle).",1242
"S. Anna (Fondamenta, Campo, Ramo, Po nte, Rio, Calle al Ponte, Calle).",1297
"S. Anna (Fondamenta, Campo, Ramo, Po nte, Rio, Calle al Ponte, Calle).",1304
"S. Anna (Fondamenta, Campo, Ramo, Po nte, Rio, Calle al Ponte, Calle).",1608
"S. Anna (Fondamenta, Campo, Ramo, Po nte, Rio, Calle al Ponte, Calle).",1634
"S. Anna (Fondamenta, Campo, Ramo, Po nte, Rio, Calle al Ponte, Calle).",1765
"S. Anna (Fondamenta, Campo, Ramo, Po nte, Rio, Calle al Ponte, Calle).",1807
"S. Anna (Fondamenta, Campo, Ramo, Po nte, Rio, Calle al Ponte, Calle).",1810
"S. Antonino (Salizzada, Ponte, Rio, Campo).",750
"S. Antonino (Salizzada, Ponte, Rio, Campo).",1680
"S. Antonino (Salizzada, Ponte, Rio, Campo).",1762
"S. Antonino (Salizzada, Ponte, Rio, Campo).",1819
"S. Antonino (Salizzada, Ponte, Rio, Campo).",1819
"S. Antonio (Punta, Paludo di)  a Castello.",1334
"S. Antonio (Punta, Paludo di)  a Castello.",1346
"S. Antonio (Punta, Paludo di)  a Castello.",1360
"S. Antonio (Punta, Paludo di)  a Castello.",1471
"S. Antonio (Punta, Paludo di)  a Castello.",1787
"S. Antonio (Punta, Paludo di)  a Castello.",1806
"S. Antonio (Punta, Paludo di)  a Castello.",1807
S. Antonio (Ponte)  alla Maddalena.,1860
"S. Apollonia (Ruga Giuffa, Fondamenta, Sottoportico di)  a’ SS. Filippo e Giacomo, ed a S. Apollonia.",1780
"S. Aponal (Campo, Rio di).",1034
"S. Aponal (Campo, Rio di).",1480
"S. Aponal (Campo, Rio di).",1550
"S. Aponal (Campo, Rio di).",1650
"S. Aponal (Campo, Rio di).",1810
"S. Aponal (Campo, Rio di).",1840
"S. Aponal (Campo, Rio di).",1851
"S. Barnaba (Campo, Ponte, Rio, Traghetto di).",809
"S. Barnaba (Campo, Ponte, Rio, Traghetto di).",1105
"S. Barnaba (Campo, Ponte, Rio, Traghetto di).",1337
"S. Barnaba (Campo, Ponte, Rio, Traghetto di).",1350
"S. Barnaba (Campo, Ponte, Rio, Traghetto di).",1776
"S. Barnaba (Campo, Ponte, Rio, Traghetto di).",1810
"S. Bartolomeo (Merceria, Campo).",840
"S. Bartolomeo (Merceria, Campo).",1170
"S. Bartolomeo (Merceria, Campo).",1195
"S. Bartolomeo (Merceria, Campo).",1342
"S. Bartolomeo (Merceria, Campo).",1532
"S. Bartolomeo (Merceria, Campo).",1550
"S. Bartolomeo (Merceria, Campo).",1723
"S. Bartolomeo (Merceria, Campo).",1747
"S. Bartolomeo (Merceria, Campo).",1754
"S. Bartolomeo (Merceria, Campo).",1810
"S. Bartolomeo (Merceria, Campo).",1858
"S. Basegio (Campo, Fondamenta, Ponte, Sottoportico, Salizzada).",870
"S. Basegio (Campo, Fondamenta, Ponte, Sottoportico, Salizzada).",905
"S. Basegio (Campo, Fondamenta, Ponte, Sottoportico, Salizzada).",970
"S. Basegio (Campo, Fondamenta, Ponte, Sottoportico, Salizzada).",1105
"S. Basegio (Campo, Fondamenta, Ponte, Sottoportico, Salizzada).",1187
"S. Basegio (Campo, Fondamenta, Ponte, Sottoportico, Salizzada).",1347
"S. Basegio (Campo, Fondamenta, Ponte, Sottoportico, Salizzada).",1525
"S. Basegio (Campo, Fondamenta, Ponte, Sottoportico, Salizzada).",1808
"S. Basegio (Campo, Fondamenta, Ponte, Sottoportico, Salizzada).",1810
"S. Basegio (Campo, Fondamenta, Ponte, Sottoportico, Salizzada).",1821
"S. Basegio (Campo, Fondamenta, Ponte, Sottoportico, Salizzada).",1824
S. Basso (Calle).,1076
S. Basso (Calle).,1088
S. Basso (Calle).,1100
S. Basso (Calle).,1105
S. Basso (Calle).,1282
S. Basso (Calle).,1310
S. Basso (Calle).,1365
S. Basso (Calle).,1418
S. Basso (Calle).,1528
S. Basso (Calle).,1529
S. Basso (Calle).,1592
S. Basso (Calle).,1661
S. Basso (Calle).,1780
S. Basso (Calle).,1807
S. Basso (Calle).,1810
S. Basso (Calle).,1820
"S. Biagio (Fondamenta, Campo).",1052
"S. Biagio (Fondamenta, Campo).",1322
"S. Biagio (Fondamenta, Campo).",1381
"S. Biagio (Fondamenta, Campo).",1745
"S. Biagio (Fondamenta, Campo).",1810
"S. Biagio (Fondamenta, Campo).",1817
"S. Biagio (Fondamenta, Rio, Ponte) alla Giudecca.",1222
"S. Biagio (Fondamenta, Rio, Ponte) alla Giudecca.",1519
"S. Biagio (Fondamenta, Rio, Ponte) alla Giudecca.",1810
"S. Boldo (Campo, Ponte).",1105
"S. Boldo (Campo, Ponte).",1150
"S. Boldo (Campo, Ponte).",1305
"S. Boldo (Campo, Ponte).",1735
"S. Boldo (Campo, Ponte).",1808
"S. Bonaventura (Ponte, Fondamenta).",1620
"S. Bonaventura (Ponte, Fondamenta).",1641
"S. Bonaventura (Ponte, Fondamenta).",1646
"S. Bonaventura (Ponte, Fondamenta).",1810
"S. Bonaventura (Ponte, Fondamenta).",1859
"S. Canciano (Parrocchia, Campo, Ponte, Rio, Rio Terrà).",1351
"S. Canciano (Parrocchia, Campo, Ponte, Rio, Rio Terrà).",1377
"S. Canciano (Parrocchia, Campo, Ponte, Rio, Rio Terrà).",1546
"S. Canciano (Parrocchia, Campo, Ponte, Rio, Rio Terrà).",1650
"S. Canciano (Parrocchia, Campo, Ponte, Rio, Rio Terrà).",1650
"S. Canciano (Parrocchia, Campo, Ponte, Rio, Rio Terrà).",1810
"S. Canciano (Parrocchia, Campo, Ponte, Rio, Rio Terrà).",1819
"S. Canciano (Parrocchia, Campo, Ponte, Rio, Rio Terrà).",1850
"S. Cassiano (Parrocchia, Campo, Rio, Traghetto di).",1105
"S. Cassiano (Parrocchia, Campo, Rio, Traghetto di).",1205
"S. Cassiano (Parrocchia, Campo, Rio, Traghetto di).",1292
"S. Cassiano (Parrocchia, Campo, Rio, Traghetto di).",1350
"S. Cassiano (Parrocchia, Campo, Rio, Traghetto di).",1515
"S. Cassiano (Parrocchia, Campo, Rio, Traghetto di).",1581
"S. Cassiano (Parrocchia, Campo, Rio, Traghetto di).",1592
"S. Cassiano (Parrocchia, Campo, Rio, Traghetto di).",1611
"S. Cassiano (Parrocchia, Campo, Rio, Traghetto di).",1810
"S. Caterina (Fondamenta, Rio, Ponte, Calle lunga).",1274
"S. Caterina (Fondamenta, Rio, Ponte, Calle lunga).",1288
"S. Caterina (Fondamenta, Rio, Ponte, Calle lunga).",1289
"S. Caterina (Fondamenta, Rio, Ponte, Calle lunga).",1807
"S. Chiara (Fondamenta, Canale).",1236
"S. Chiara (Fondamenta, Canale).",1262
"S. Chiara (Fondamenta, Canale).",1565
